Tbat000616.1,81,134,79,135,PF01391.21,Collagen,Repeat,4,57,60,34.5,1.4e-08,1,No_clan
Tbat000616.1,102,156,102,166,PF01391.21,Collagen,Repeat,1,55,60,33.3,3.2e-08,1,No_clan
Tbat000616.1,205,257,204,258,PF01391.21,Collagen,Repeat,3,55,60,28.1,1.4e-06,1,No_clan
Tbat000616.1,316,374,316,377,PF01391.21,Collagen,Repeat,1,59,60,36.3,3.7e-09,1,No_clan
Tbat000564.1,113,204,111,219,PF14529.9,Exo_endo_phos_2,Domain,3,102,119,30.5,2.8e-07,1,CL0530
Tbat000419.1,94,190,94,190,PF00028.20,Cadherin,Domain,1,93,93,50.1,3.1e-13,1,CL0159
Tbat000419.1,322,397,322,406,PF00028.20,Cadherin,Domain,1,76,93,51.8,9.4e-14,1,CL0159
Tbat000419.1,477,570,477,572,PF00028.20,Cadherin,Domain,1,91,93,35.4,1.2e-08,1,CL0159
Tbat000419.1,804,895,804,896,PF00028.20,Cadherin,Domain,1,92,93,54.2,1.6e-14,1,CL0159
Tbat000419.1,1075,1167,1075,1167,PF00028.20,Cadherin,Domain,1,93,93,65.8,3.8e-18,1,CL0159
Tbat000419.1,1207,1301,1207,1301,PF00028.20,Cadherin,Domain,1,93,93,65.3,5.7e-18,1,CL0159
Tbat000419.1,1320,1396,1320,1404,PF00028.20,Cadherin,Domain,1,76,93,29.1,1.1e-06,1,CL0159
Tbat000419.1,1449,1536,1446,1537,PF00028.20,Cadherin,Domain,5,92,93,42.6,6.7e-11,1,CL0159
Tbat000677.1,50,482,35,483,PF00083.27,Sugar_tr,Family,16,451,452,120.9,7.1e-35,1,CL0015
Tbat000540.1,11,192,10,192,PF00001.24,7tm_1,Family,83,264,264,94.0,9.9e-27,1,CL0192
Tbat000878.1,295,453,284,455,PF00078.30,RVT_1,Domain,103,220,222,54.5,1.2e-14,1,CL0027
Tbat000880.1,133,179,133,182,PF00001.24,7tm_1,Family,1,47,264,42.6,4.8e-11,1,CL0192
Tbat000092.1,30,204,29,206,PF02779.27,Transket_pyr,Domain,2,175,178,161.5,1.7e-47,1,CL0254
Tbat000092.1,224,347,224,347,PF02780.23,Transketolase_C,Domain,1,124,124,126.0,8.2e-37,1,CL0591
Tbat000231.1,212,264,212,264,PF00379.26,Chitin_bind_4,Family,1,53,53,53.6,2.5e-14,1,No_clan
Tbat000660.1,40,94,38,94,PF00046.32,Homeodomain,Domain,3,57,57,79.9,9.8e-23,1,CL0123
Tbat000186.1,6,139,6,139,PF03435.21,Sacchrp_dh_NADP,Family,1,130,130,77.8,9e-22,1,CL0063
Tbat000708.1,6,139,6,139,PF03435.21,Sacchrp_dh_NADP,Family,1,130,130,75.2,6e-21,1,CL0063
Tbat000573.1,2,56,1,56,PF18552.4,PheRS_DBD1,Domain,4,59,59,69.7,1.4e-19,1,CL0123
Tbat000573.1,70,127,70,127,PF18553.4,PheRS_DBD3,Domain,1,60,60,68.8,3.7e-19,1,CL0123
Tbat000573.1,129,160,129,160,PF18554.4,PheRS_DBD2,Domain,1,33,33,45.4,5.9e-12,1,CL0123
Tbat000573.1,204,481,203,483,PF01409.23,tRNA-synt_2d,Domain,2,244,246,304.9,4.3e-91,1,CL0040
Tbat000731.1,92,203,90,211,PF02812.21,ELFV_dehydrog_N,Domain,3,112,130,125.7,1e-36,1,CL0603
Tbat000076.1,10,167,4,210,PF00208.24,ELFV_dehydrog,Domain,30,198,243,136.2,1.7e-39,1,CL0063
Tbat000452.1,7,243,7,250,PF01370.24,Epimerase,Family,1,233,241,171.7,1.9e-50,1,CL0063
Tbat000531.1,4,51,4,52,PF18336.4,Tudor_FRX1,Domain,1,48,49,79.2,1.7e-22,1,CL0049
Tbat000531.1,64,116,63,119,PF05641.15,Agenet,Domain,2,59,61,30.9,3.2e-07,1,CL0049
Tbat000531.1,124,208,124,208,PF17904.4,KH_9,Domain,1,85,85,108.1,2.6e-31,1,CL0007
Tbat000531.1,286,316,285,333,PF00013.32,KH_1,Domain,2,32,66,27.4,2.4e-06,1,CL0007
Tbat000531.1,384,414,384,425,PF12235.11,FXMRP1_C_core,Family,1,32,129,31.7,2.2e-07,1,No_clan
Tbat000837.1,7,26,6,30,PF12874.10,zf-met,Domain,2,21,25,17.7,0.0038,1,CL0361
Tbat000837.1,30,51,30,57,PF13912.9,zf-C2H2_6,Domain,1,22,27,16.6,0.0065,1,CL0361
Tbat000444.1,68,178,67,178,PF04178.15,Got1,Family,2,110,110,111.1,4e-32,1,No_clan
Tbat000150.1,7,323,7,324,PF01266.27,DAO,Domain,1,352,353,89.6,3.1e-25,1,CL0063
Tbat000316.1,13,59,13,59,PF12554.11,MOZART1,Family,1,47,47,82.7,1.3e-23,1,No_clan
Tbat000523.1,14,122,13,123,PF02466.22,Tim17,Family,2,110,111,104.6,4e-30,1,No_clan
Tbat000568.1,3,136,3,137,PF04099.15,Sybindin,Family,1,142,143,144.8,1.7e-42,1,CL0431
Tbat000850.1,14,122,13,123,PF02466.22,Tim17,Family,2,110,111,82.9,2.3e-23,1,No_clan
Tbat000887.1,686,718,681,719,PF00400.35,WD40,Repeat,6,37,38,24.2,4.6e-05,1,CL0186
Tbat000887.1,774,808,772,809,PF00400.35,WD40,Repeat,3,37,38,22.6,0.00015,1,CL0186
Tbat000887.1,813,851,813,851,PF00400.35,WD40,Repeat,1,38,38,17.6,0.0055,1,CL0186
Tbat000887.1,961,989,950,989,PF00400.35,WD40,Repeat,13,38,38,15.5,0.026,1,CL0186
Tbat000403.1,5,79,5,89,PF13417.9,GST_N_3,Domain,1,72,75,57.3,1.5e-15,1,CL0172
Tbat000403.1,121,189,92,192,PF00043.28,GST_C,Domain,20,90,93,39.8,4.2e-10,1,CL0497
Tbat000707.1,6,76,1,76,PF02798.23,GST_N,Domain,5,76,76,53.5,2.4e-14,1,CL0172
Tbat000707.1,129,186,125,190,PF00043.28,GST_C,Domain,28,87,93,29.3,8e-07,1,CL0497
Tbat000245.1,13,173,13,174,PF00071.25,Ras,Domain,1,161,162,214.6,6.4e-64,1,CL0023
Tbat000330.1,125,313,100,313,PF00687.24,Ribosomal_L1,Domain,14,204,204,58.9,6e-16,1,No_clan
Tbat000309.1,93,133,93,135,PF17921.4,Integrase_H2C2,Domain,1,39,58,44.1,1.8e-11,1,CL0361
Tbat000030.1,11,106,8,110,PF03650.16,MPC,Repeat,4,97,110,117.1,4.2e-34,1,CL0141
Tbat000710.1,40,173,36,174,PF01395.25,PBP_GOBP,Domain,5,111,112,25.4,1.3e-05,1,No_clan
Tbat000256.1,123,258,123,264,PF03564.18,DUF1759,Family,1,140,148,50.8,1.8e-13,1,CL0523
Tbat000593.1,236,376,236,382,PF03564.18,DUF1759,Family,1,142,148,53.7,2.3e-14,1,CL0523
Tbat000395.1,60,280,59,280,PF00089.29,Trypsin,Domain,2,221,221,139.9,1.1e-40,1,CL0124
Tbat000485.1,8,167,8,168,PF00071.25,Ras,Domain,1,161,162,171.2,1.4e-50,1,CL0023
Tbat000032.1,181,274,180,278,PF05585.15,DUF1758,Family,2,93,164,25.8,8.3e-06,1,CL0129
Tbat000497.1,17,143,15,149,PF15982.8,TMEM135_C_rich,Domain,3,127,134,38.0,2.5e-09,1,No_clan
Tbat000876.1,44,95,44,96,PF00014.26,Kunitz_BPTI,Domain,1,52,53,67.2,1.2e-18,1,No_clan
Tbat000876.1,109,160,108,160,PF00014.26,Kunitz_BPTI,Domain,2,53,53,50.5,1.9e-13,1,No_clan
Tbat000730.1,139,194,127,212,PF08205.15,C2-set_2,Domain,14,69,89,22.7,8.4e-05,1,CL0011
Tbat000682.1,34,257,32,257,PF00112.26,Peptidase_C1,Domain,3,219,219,181.5,2.6e-53,1,CL0125
Tbat000493.1,53,166,26,167,PF01395.25,PBP_GOBP,Domain,23,111,112,24.9,1.9e-05,1,No_clan
Tbat000815.1,5,165,5,166,PF00071.25,Ras,Domain,1,161,162,195.0,6.6e-58,1,CL0023
Tbat000039.1,76,274,76,275,PF15035.9,Rootletin,Family,1,190,191,234.6,1e-69,1,No_clan
Tbat000151.1,48,183,46,191,PF13349.9,DUF4097,Repeat,3,144,249,28.1,1.3e-06,1,CL0268
Tbat000201.1,23,116,16,116,PF07774.16,EMC1_C,Domain,120,213,213,109.5,1.9e-31,1,No_clan
Tbat000313.1,59,236,41,261,PF13360.9,PQQ_2,Repeat,27,203,237,29.1,7.8e-07,1,CL0186
Tbat000313.1,713,790,712,796,PF07774.16,EMC1_C,Domain,2,83,213,35.6,7.9e-09,1,No_clan
Tbat000052.1,33,102,33,102,PF18360.4,hnRNP_Q_AcD,Domain,1,70,70,98.4,2.1e-28,1,No_clan
Tbat000052.1,167,232,167,238,PF00076.25,RRM_1,Domain,1,65,70,53.6,1.7e-14,1,CL0221
Tbat000052.1,362,424,362,429,PF00076.25,RRM_1,Domain,1,60,70,32.0,8.9e-08,1,CL0221
Tbat000052.1,457,518,457,519,PF00076.25,RRM_1,Domain,1,69,70,60.4,1.2e-16,1,CL0221
Tbat000222.1,26,137,16,142,PF00431.23,CUB,Domain,7,101,110,27.6,3.1e-06,1,CL0164
Tbat000222.1,174,279,166,282,PF00431.23,CUB,Domain,6,107,110,68.9,4.6e-19,1,CL0164
Tbat000222.1,307,404,307,410,PF00431.23,CUB,Domain,1,81,110,22.9,9.3e-05,1,CL0164
Tbat000222.1,493,610,484,610,PF00431.23,CUB,Domain,7,110,110,56.7,2.8e-15,1,CL0164
Tbat000222.1,622,740,622,742,PF00431.23,CUB,Domain,1,108,110,31.5,2e-07,1,CL0164
Tbat000375.1,260,275,259,276,PF00098.26,zf-CCHC,Domain,2,17,18,24.6,2e-05,1,CL0511
Tbat000375.1,345,436,340,445,PF00077.23,RVP,Domain,6,94,101,28.4,1.7e-06,1,CL0129
Tbat000356.1,31,536,31,538,PF00118.27,Cpn60_TCP1,Family,1,489,491,529.7,7.2e-159,1,No_clan
Tbat000175.1,54,157,53,167,PF00561.23,Abhydrolase_1,Domain,3,109,257,53.9,2.1e-14,1,CL0028
Tbat000175.1,164,267,155,270,PF00561.23,Abhydrolase_1,Domain,180,254,257,28.6,1.1e-06,1,CL0028
Tbat000591.1,71,105,69,105,PF00627.34,UBA,Domain,3,37,37,24.4,2.1e-05,1,CL0214
Tbat000591.1,638,942,638,942,PF00069.28,Pkinase,Domain,1,264,264,205.9,7.7e-61,1,CL0016
Tbat000283.1,31,131,28,133,PF00085.23,Thioredoxin,Domain,4,101,103,66.6,1.7e-18,1,CL0172
Tbat000283.1,157,254,155,256,PF00085.23,Thioredoxin,Domain,3,101,103,57.3,1.4e-15,1,CL0172
Tbat000283.1,277,376,276,378,PF00085.23,Thioredoxin,Domain,2,101,103,72.7,2.2e-20,1,CL0172
Tbat000515.1,10,160,1,161,PF10500.12,SR-25,Disordered,73,223,225,128.5,3e-37,1,No_clan
Tbat000885.1,68,348,65,349,PF02958.23,EcKL,Family,6,293,294,133.5,1e-38,1,CL0016
Tbat000437.1,406,446,406,446,PF13639.9,zf-RING_2,Domain,1,44,44,38.5,1.2e-09,1,CL0229
Tbat000527.1,34,81,34,81,PF00097.28,zf-C3HC4,Domain,1,41,41,23.5,4.1e-05,1,CL0229
Tbat000527.1,101,166,101,166,PF01485.24,IBR,Domain,1,65,65,49.9,2.8e-13,1,CL0229
Tbat000527.1,189,230,183,241,PF01485.24,IBR,Domain,15,59,65,25.1,1.6e-05,1,CL0229
Tbat000064.1,9,121,7,126,PF06400.14,Alpha-2-MRAP_N,Domain,3,118,123,147.3,2.2e-43,1,No_clan
Tbat000064.1,145,364,145,364,PF06401.14,Alpha-2-MRAP_C,Domain,1,212,212,264.4,9.9e-79,1,No_clan
Tbat000578.1,89,180,89,182,PF12796.10,Ank_2,Repeat,1,81,83,48.3,1.3e-12,1,CL0465
Tbat000578.1,184,246,179,248,PF12796.10,Ank_2,Repeat,24,81,83,53.9,2.2e-14,1,CL0465
Tbat000578.1,249,313,244,315,PF12796.10,Ank_2,Repeat,23,81,83,44.1,2.4e-11,1,CL0465
Tbat000578.1,319,380,314,381,PF12796.10,Ank_2,Repeat,26,82,83,42.9,5.9e-11,1,CL0465
Tbat000578.1,385,444,380,445,PF12796.10,Ank_2,Repeat,25,82,83,37.1,3.9e-09,1,CL0465
Tbat000578.1,447,509,441,511,PF12796.10,Ank_2,Repeat,24,81,83,46.9,3.4e-12,1,CL0465
Tbat000578.1,515,570,509,577,PF12796.10,Ank_2,Repeat,25,75,83,33.1,6.7e-08,1,CL0465
Tbat000578.1,1196,1263,1186,1264,PF12796.10,Ank_2,Repeat,23,82,83,49.8,4.2e-13,1,CL0465
Tbat000578.1,1268,1330,1262,1331,PF12796.10,Ank_2,Repeat,25,82,83,34.1,3.3e-08,1,CL0465
Tbat000578.1,1340,1431,1340,1433,PF12796.10,Ank_2,Repeat,1,81,83,63.1,2.9e-17,1,CL0465
Tbat000578.1,1439,1501,1432,1501,PF12796.10,Ank_2,Repeat,26,83,83,35.8,1e-08,1,CL0465
Tbat000578.1,1859,1920,1858,1921,PF00013.32,KH_1,Domain,3,65,66,45.8,4.4e-12,1,CL0007
Tbat000860.1,152,190,151,190,PF00400.35,WD40,Repeat,2,38,38,25.9,1.3e-05,1,CL0186
Tbat000860.1,203,234,195,235,PF00400.35,WD40,Repeat,7,37,38,16.4,0.013,1,CL0186
Tbat000860.1,381,406,366,406,PF00400.35,WD40,Repeat,13,38,38,12.4,0.25,1,CL0186
Tbat000783.1,30,252,30,252,PF00089.29,Trypsin,Domain,1,221,221,192.1,1.2e-56,1,CL0124
Tbat000247.1,69,314,69,314,PF00089.29,Trypsin,Domain,1,221,221,218.9,7.9e-65,1,CL0124
Tbat000400.1,17,458,13,458,PF00083.27,Sugar_tr,Family,5,452,452,413.8,9.8e-124,1,CL0015
Tbat000262.1,2,61,2,67,PF07700.18,HNOB,Domain,1,60,163,48.3,1.1e-12,1,CL0210
Tbat000262.1,246,349,226,349,PF07700.18,HNOB,Domain,60,163,163,112.0,2.6e-32,1,CL0210
Tbat000262.1,388,587,387,587,PF07701.17,HNOBA,Domain,2,222,222,178.5,1.3e-52,1,CL0161
Tbat000262.1,598,766,596,766,PF00211.23,Guanylate_cyc,Domain,4,183,183,144.8,2.4e-42,1,CL0276
Tbat000464.1,200,258,197,259,PF01391.21,Collagen,Repeat,1,59,60,37.3,1.8e-09,1,No_clan
Tbat000464.1,254,299,236,313,PF01391.21,Collagen,Repeat,1,46,60,28.0,1.5e-06,1,No_clan
Tbat000464.1,1154,1212,1154,1214,PF01391.21,Collagen,Repeat,1,59,60,27.9,1.6e-06,1,No_clan
Tbat000464.1,1260,1480,1257,1480,PF01410.21,COLFI,Family,4,233,233,231.1,1.1e-68,1,CL0422
Tbat000580.1,113,223,113,224,PF11901.11,DUF3421,Family,1,114,115,144.9,1e-42,1,No_clan
Tbat000305.1,39,172,38,172,PF14955.9,MRP-S24,Family,2,135,135,213.2,1.1e-63,1,CL0007
Tbat000779.1,79,407,77,407,PF03372.26,Exo_endo_phos,Domain,3,237,237,88.4,5.9e-25,1,CL0530
Tbat000188.1,17,103,17,103,PF10545.12,MADF_DNA_bdg,Domain,1,84,84,61.5,8.3e-17,1,CL0123
Tbat000638.1,76,133,75,133,PF13855.9,LRR_8,Repeat,2,61,61,31.9,9e-08,1,CL0022
Tbat000117.1,18,142,15,148,PF15982.8,TMEM135_C_rich,Domain,4,127,134,43.3,5.6e-11,1,No_clan
Tbat000617.1,4,606,4,608,PF00012.23,HSP70,Family,1,596,599,828.5,2.7e-249,1,CL0108
Tbat000602.1,222,499,210,503,PF00676.23,E1_dh,Family,51,295,300,142.0,2.1e-41,1,CL0254
Tbat000602.1,568,771,567,772,PF02779.27,Transket_pyr,Domain,2,176,178,195.8,5.3e-58,1,CL0254
Tbat000602.1,777,914,776,916,PF16870.8,OxoGdeHyase_C,Family,2,150,152,158.9,8.1e-47,1,CL0591
Tbat000324.1,25,435,24,436,PF00858.27,ASC,Family,2,444,445,199.9,8.1e-59,1,No_clan
Tbat000384.1,181,303,178,308,PF00287.21,Na_K-ATPase,Family,154,280,296,69.5,2.7e-19,1,CL0159
Tbat000354.1,147,162,146,165,PF13516.9,LRR_6,Repeat,2,17,24,9.3,1.5,1,CL0022
Tbat000354.1,199,258,199,258,PF13855.9,LRR_8,Repeat,3,61,61,42.0,6.4e-11,1,CL0022
Tbat000354.1,321,379,319,380,PF13855.9,LRR_8,Repeat,3,60,61,35.5,7e-09,1,CL0022
Tbat000354.1,454,508,452,509,PF13855.9,LRR_8,Repeat,3,57,61,34.1,1.8e-08,1,CL0022
Tbat000354.1,528,573,527,573,PF13855.9,LRR_8,Repeat,2,47,61,34.9,1e-08,1,CL0022
Tbat000354.1,601,661,601,661,PF13855.9,LRR_8,Repeat,1,61,61,51.5,6.7e-14,1,CL0022
Tbat000354.1,744,802,743,802,PF13855.9,LRR_8,Repeat,3,61,61,50.1,1.9e-13,1,CL0022
Tbat000354.1,815,875,814,875,PF13855.9,LRR_8,Repeat,2,61,61,28.7,9e-07,1,CL0022
Tbat000354.1,933,967,930,968,PF13855.9,LRR_8,Repeat,25,59,61,32.3,6.5e-08,1,CL0022
Tbat000354.1,1007,1065,1006,1065,PF13855.9,LRR_8,Repeat,2,61,61,52.6,3.1e-14,1,CL0022
Tbat000737.1,73,138,71,139,PF01498.21,HTH_Tnp_Tc3_2,Family,7,71,72,66.0,2.9e-18,1,CL0123
Tbat000215.1,21,570,14,605,PF09817.12,Zwilch,Family,17,474,574,65.7,3.1e-18,1,CL0273
Tbat000099.1,141,243,141,245,PF12248.11,Methyltransf_FA,Family,1,102,104,27.9,2.2e-06,1,CL0004
Tbat000099.1,331,561,313,571,PF07678.17,TED_complement,Repeat,56,266,313,41.2,1.1e-10,1,CL0059
Tbat000099.1,741,826,734,826,PF07677.17,A2M_recep,Domain,8,94,94,23.8,5.6e-05,1,CL0159
Tbat000454.1,43,169,9,171,PF07703.17,A2M_BRD,Domain,8,129,138,38.1,2e-09,1,CL0159
Tbat000454.1,240,327,239,329,PF00207.25,A2M,Family,2,90,92,42.7,4.2e-11,1,CL0159
Tbat000055.1,51,351,51,352,PF00732.22,GMC_oxred_N,Domain,1,295,296,230.4,3.3e-68,1,CL0063
Tbat000055.1,450,592,450,592,PF05199.16,GMC_oxred_C,Domain,1,145,145,118.9,2.5e-34,1,No_clan
Tbat000187.1,4,73,3,74,PF02798.23,GST_N,Domain,2,75,76,50.1,2.8e-13,1,CL0172
Tbat000187.1,106,194,97,194,PF14497.9,GST_C_3,Domain,10,104,104,57.3,1.5e-15,1,CL0497
Tbat000652.1,4,73,3,74,PF02798.23,GST_N,Domain,2,75,76,44.0,2.3e-11,1,CL0172
Tbat000652.1,98,194,97,194,PF14497.9,GST_C_3,Domain,2,104,104,68.1,6.5e-19,1,CL0497
Tbat000816.1,5,73,3,74,PF02798.23,GST_N,Domain,3,75,76,42.9,4.9e-11,1,CL0172
Tbat000816.1,98,198,97,198,PF14497.9,GST_C_3,Domain,2,104,104,68.6,4.7e-19,1,CL0497
Tbat000606.1,6,74,5,75,PF02798.23,GST_N,Domain,2,75,76,35.1,1.3e-08,1,CL0172
Tbat000606.1,99,201,98,201,PF14497.9,GST_C_3,Domain,2,104,104,61.9,5.6e-17,1,CL0497
Tbat000688.1,242,374,179,377,PF13358.9,DDE_3,Domain,53,141,146,47.0,2.3e-12,1,CL0219
Tbat000296.1,4,221,4,221,PF05764.16,YL1,Family,1,240,240,149.9,1.3e-43,1,No_clan
Tbat000296.1,345,373,345,373,PF08265.14,YL1_C,Domain,1,29,29,45.5,5e-12,1,No_clan
Tbat000435.1,24,46,17,47,PF02828.19,L27,Domain,30,52,53,24.1,2.5e-05,1,CL0614
Tbat000435.1,82,158,81,159,PF00595.27,PDZ,Domain,2,81,82,59.5,3.3e-16,1,CL0466
Tbat000435.1,204,239,184,239,PF00018.31,SH3_1,Domain,14,48,48,29.9,3.4e-07,1,CL0010
Tbat000435.1,317,491,317,492,PF00625.24,Guanylate_kin,Domain,1,181,182,203.0,3.3e-60,1,CL0023
Tbat000402.1,15,131,10,155,PF00069.28,Pkinase,Domain,43,152,264,86.6,1.9e-24,1,CL0016
Tbat000402.1,1497,1670,1491,1670,PF00069.28,Pkinase,Domain,110,264,264,97.9,6.5e-28,1,CL0016
Tbat000439.1,67,111,67,111,PF00095.24,WAP,Domain,1,43,43,38.4,1.3e-09,1,No_clan
Tbat000439.1,242,324,232,326,PF00041.24,fn3,Domain,6,83,85,37.9,1.8e-09,1,CL0159
Tbat000203.1,154,404,154,404,PF00100.26,Zona_pellucida,Family,1,259,259,52.0,8.6e-14,1,CL0159
Tbat000542.1,126,227,49,228,PF00100.26,Zona_pellucida,Family,150,258,259,21.0,0.00024,1,CL0159
Tbat000532.1,240,381,229,385,PF05585.15,DUF1758,Family,14,153,164,56.4,3.2e-15,1,CL0129
Tbat000381.1,80,115,79,117,PF01096.21,TFIIS_C,Domain,2,37,39,60.9,8.2e-17,1,CL0167
Tbat000653.1,5,78,5,79,PF05485.15,THAP,Domain,1,85,86,55.6,8.1e-15,1,No_clan
Tbat000158.1,47,94,46,95,PF00385.27,Chromo,Domain,2,53,54,61.7,4.9e-17,1,CL0049
Tbat000158.1,147,193,146,194,PF01393.22,Chromo_shadow,Domain,2,48,52,28.0,1.9e-06,1,CL0049
Tbat000396.1,30,88,29,88,PF04736.15,Eclosion,Family,3,61,61,115.6,6.4e-34,1,No_clan
Tbat000645.1,19,399,19,400,PF03148.17,Tektin,Family,1,382,383,373.4,1.2e-111,1,No_clan
Tbat000655.1,7,169,2,171,PF00078.30,RVT_1,Domain,94,220,222,75.5,4.5e-21,1,CL0027
Tbat000180.1,39,584,27,590,PF01401.21,Peptidase_M2,Family,14,572,581,163.5,8.5e-48,1,CL0126
