Pdar000001.1,57,134,49,134,PF13927.9,Ig_3,Domain,6,79,79,31.8,1.7e-07,1,CL0011
Pdar000001.1,168,249,168,252,PF07679.19,I-set,Domain,1,86,90,32.9,5.6e-08,1,CL0011
Pdar000003.1,54,129,48,131,PF13927.9,Ig_3,Domain,8,76,79,30.2,5.2e-07,1,CL0011
Pdar000095.1,235,330,233,331,PF00078.30,RVT_1,Domain,3,88,222,56.2,3.6e-15,1,CL0027
Pdar000069.1,49,124,45,125,PF03951.22,Gln-synt_N,Domain,5,82,83,48.7,5e-13,1,No_clan
Pdar000069.1,143,304,133,306,PF00120.27,Gln-synt_C,Domain,15,181,345,62.1,4.8e-17,1,CL0286
Pdar000110.1,82,189,82,190,PF00639.24,Rotamase,Domain,1,96,97,61.2,1.6e-16,1,CL0487
Pdar000065.1,286,344,285,344,PF13855.9,LRR_8,Repeat,2,61,61,40.8,1.5e-10,1,CL0022
Pdar000065.1,387,442,385,442,PF13855.9,LRR_8,Repeat,5,61,61,34.7,1.2e-08,1,CL0022
Pdar000071.1,173,266,172,266,PF03103.20,DUF243,Family,2,98,98,89.0,2.1e-25,1,No_clan
Pdar000033.1,12,171,12,173,PF00071.25,Ras,Domain,1,160,162,185.6,5e-55,1,CL0023
Pdar000046.1,31,283,26,284,PF12037.11,ATAD3_N,Domain,6,264,265,347.3,5.8e-104,1,No_clan
Pdar000046.1,349,475,349,476,PF00004.32,AAA,Domain,1,131,132,79.1,4.3e-22,1,CL0023
Pdar000084.1,63,132,62,132,PF10601.12,zf-LITAF-like,Family,2,70,70,78.4,3.8e-22,1,No_clan
Pdar000026.1,128,270,127,274,PF00566.21,RabGAP-TBC,Family,2,158,216,122.0,2.8e-35,1,No_clan
Pdar000030.1,126,185,125,185,PF13855.9,LRR_8,Repeat,2,61,61,58.5,4.4e-16,1,CL0022
Pdar000030.1,246,305,246,305,PF13855.9,LRR_8,Repeat,2,61,61,44.0,1.4e-11,1,CL0022
Pdar000030.1,393,414,392,414,PF00560.36,LRR_1,Repeat,2,23,23,9.4,1.9,1,CL0022
Pdar000106.1,137,191,137,191,PF12838.10,Fer4_7,Domain,1,52,52,49.4,5.7e-13,1,CL0344
Pdar000041.1,965,1191,964,1193,PF02854.22,MIF4G,Repeat,2,210,212,167.5,3.4e-49,1,CL0020
Pdar000041.1,1433,1516,1419,1517,PF02847.20,MA3,Repeat,29,111,113,28.9,9.3e-07,1,CL0020
Pdar000024.1,21,132,17,133,PF00567.27,TUDOR,Domain,6,121,122,29.1,8.5e-07,1,CL0049
Pdar000024.1,226,341,222,343,PF00567.27,TUDOR,Domain,5,120,122,40.7,2.3e-10,1,CL0049
Pdar000102.1,70,502,15,502,PF00083.27,Sugar_tr,Family,44,452,452,189.5,1e-55,1,CL0015
Pdar000064.1,11,88,10,89,PF07776.18,zf-AD,Domain,2,76,77,40.4,2.8e-10,1,CL0361
Pdar000064.1,392,415,392,415,PF00096.29,zf-C2H2,Domain,1,23,23,16.2,0.012,1,CL0361
Pdar000064.1,434,456,433,457,PF13912.9,zf-C2H2_6,Domain,2,24,27,12.8,0.096,1,CL0361
Pdar000064.1,462,484,462,484,PF00096.29,zf-C2H2,Domain,1,23,23,24.2,3.3e-05,1,CL0361
Pdar000064.1,522,544,522,544,PF00096.29,zf-C2H2,Domain,1,23,23,25.3,1.5e-05,1,CL0361
Pdar000064.1,550,572,550,572,PF00096.29,zf-C2H2,Domain,1,23,23,24.3,3.2e-05,1,CL0361
Pdar000064.1,578,600,578,600,PF00096.29,zf-C2H2,Domain,1,23,23,25.4,1.4e-05,1,CL0361
Pdar000057.1,78,528,76,531,PF10300.12,Iml2-TPR_39,Repeat,3,476,479,334.5,1.1e-99,1,CL0020
Pdar000010.1,8,202,7,239,PF03577.18,Peptidase_C69,Family,2,195,402,28.0,1.1e-06,1,CL0052
Pdar000020.1,3,162,3,163,PF07177.15,Neuralized,Domain,1,149,150,132.3,1.5e-38,1,CL0004
Pdar000020.1,227,390,227,390,PF07177.15,Neuralized,Domain,1,150,150,148.2,1.9e-43,1,CL0004
Pdar000020.1,439,600,439,601,PF07177.15,Neuralized,Domain,1,149,150,119.8,1e-34,1,CL0004
Pdar000020.1,632,774,620,774,PF07177.15,Neuralized,Domain,27,150,150,78.2,7e-22,1,CL0004
Pdar000020.1,829,951,808,952,PF07177.15,Neuralized,Domain,35,149,150,42.9,5.1e-11,1,CL0004
Pdar000020.1,1022,1108,1022,1123,PF07177.15,Neuralized,Domain,1,94,150,53.8,2.2e-14,1,CL0004
Pdar000031.1,2,133,1,133,PF01431.24,Peptidase_M13,Family,76,205,205,127.7,4.9e-37,1,CL0126
Pdar000091.1,133,522,133,522,PF05649.16,Peptidase_M13_N,Family,1,384,384,381.4,8.1e-114,1,No_clan
Pdar000091.1,583,633,583,637,PF01431.24,Peptidase_M13,Family,1,51,205,64.0,1.5e-17,1,CL0126
Pdar000044.1,208,291,207,293,PF00788.26,RA,Domain,2,91,93,35.4,1.4e-08,1,CL0072
Pdar000044.1,348,455,347,457,PF00169.32,PH,Domain,2,103,105,35.6,1.1e-08,1,CL0266
Pdar000008.1,7,85,7,85,PF05485.15,THAP,Domain,1,86,86,37.1,4.6e-09,1,No_clan
Pdar000008.1,199,378,197,380,PF16012.8,DUF4780,Family,3,175,177,61.0,1e-16,1,No_clan
Pdar000059.1,44,111,43,112,PF00313.25,CSD,Domain,2,65,66,84.9,2.7e-24,1,CL0021
Pdar000053.1,43,479,43,480,PF01532.23,Glyco_hydro_47,Repeat,1,457,458,353.7,1.7e-105,1,CL0059
Pdar000004.1,52,133,51,136,PF00595.27,PDZ,Domain,2,79,82,45.7,6.7e-12,1,CL0466
Pdar000017.1,113,205,112,215,PF00618.23,RasGEF_N,Domain,2,97,105,45.4,8.6e-12,1,CL0542
Pdar000017.1,274,445,274,466,PF00617.22,RasGEF,Family,1,168,179,135.0,3.5e-39,1,No_clan
Pdar000007.1,792,1231,792,1233,PF08393.16,DHC_N2,Family,1,397,399,416.4,1.3e-124,1,No_clan
Pdar000007.1,1368,1694,1368,1694,PF12774.10,AAA_6,Domain,1,327,327,506.8,2.3e-152,1,CL0023
Pdar000007.1,1866,1986,1864,1986,PF17852.4,Dynein_AAA_lid,Domain,3,130,130,50.1,3e-13,1,No_clan
Pdar000007.1,1991,2171,1991,2172,PF12775.10,AAA_7,Domain,1,180,181,222.8,2.5e-66,1,CL0023
Pdar000007.1,2203,2293,2203,2299,PF17857.4,AAA_lid_1,Domain,1,91,100,55.9,4.6e-15,1,CL0671
Pdar000007.1,2356,2614,2356,2614,PF12780.10,AAA_8,Domain,1,259,259,319.4,1.6e-95,1,CL0023
Pdar000007.1,2631,2958,2627,2962,PF12777.10,MT,Domain,5,340,344,114.4,6e-33,1,No_clan
Pdar000007.1,2987,3207,2986,3207,PF12781.10,AAA_9,Domain,2,222,222,279.1,1.8e-83,1,CL0023
Pdar000007.1,3459,3574,3458,3574,PF03028.18,Dynein_heavy,Domain,2,115,115,142.1,7.8e-42,1,CL0023
Pdar000007.1,3606,3743,3606,3743,PF18198.4,AAA_lid_11,Domain,1,139,139,145.4,1.4e-42,1,CL0671
